Story,Section
Yeah.,1
"Things that are kind of oddball, like, uh, Thai cuisine,",1
I never been really fond of that stuff.,1
"You talk about spicy,",1
"that'll, that'll literally blow your head off,",1
it's so hot.,1
Uh-huh.,1
"And, uh, and I can handle just about any kind of food without, uh, um,",1
"well, but that, that stuff is, goes one notch beyond, uh, my tolerances,",1
Uh-huh,2
"So. Although I guess on this topic are to talk about the, uh, service in a restaurant is always nice though, too",2
"Oh, yeah,",2
"that's one thing,",2
and the price.  And the price. Make you want to come back.,2
What's that?,2
"Yeah,",2
"Well, I find that lately that so many people are working, you know, working waitressing jobs or waiter,",0
"Okay,",0
what are your favorite things to watch?,0
"Oh, uh, let's see,",0
"I, uh, I have enjoyed, uh, THIRTYSOMETHING in the past, uh, now that it has gone off",0
Uh-huh.,0
"Uh, some comedy shows, uh, I can not, can not think of, off hand,",0
Yeah.,0
"but,  what, what are your,",0
"what is,",0
"We do not watch a lot of T V,",0
"we try to watch it on Thursday nights,",0
"we usually watch L A LAW,",0
I like that real well. And CHEERS,0
Yeah.,0
Yeah.,0
we like to watch that.,0
"Uh, we sort of got hooked on LA LAW.",0
"Uh, do you ever watch that?",0
"Yeah,",0
"uh, yeah,",0
"yeah,",0
"we, we we try to catch that most, most nights.",0
Yeah,0
"And I, I have watched THIRTYSOMETHING some in the last couple seasons.",0
I was sort of sorry to see it go too.,0
Yeah.,0
"It, it was kind of interesting, uh, some people complained about, uh, uh, the kind of whining or whatever on it.",2
"I, I really did not think it, it was,  that  way.",2
Yeah.,2
"I think it had some, some good, uh, good situations that it presented.",2
"Yeah,",2
"I thought a lot of the,",2
"like the problems that Michael and Hope had in their marriage and stuff, I can relate to some of those things.",2
Yeah.,2
Just the dynamics of it and everything.,2
"Well, I think, I think a lot of people, you know, kind of felt that way,",2
"but they had a lot of, uh, uh, counseling groups that use some of the episodes as,  as examples  of things that were going on",2
"Oh, really.",0
"and, and uh, you know, that they called interaction between people and sort of to use as, uh, as a way of getting people to talk about their problems,",0
Yeah.,0
and  that sort of thing,0
"Uh, we kind of,",0
"uh, our T V viewing has, uh, slowed down a little bit since our our daughter came along,",1
"so, uh,",1
Uh-huh.,1
"that,  that tends to, uh, put a cramp in your viewing, because by the time you get through getting her ready for bed and everything, uh, it's, uh, very little T V time left.",1
"Yeah,",1
you are too tired to do anything.,1
Yeah.,1
"Oh, it's better to spend time with your kids, I think though, than glued in front of the T V anyway.",1
"Yeah,",1
that's right.,1
Probably more worthwhile.,1
"I just don't, I don't think there's as many good things to watch as there used to be, really.",1
"No,",1
"I, I can not, uh, *typo? cannot?",1
"I don't think there were, Uh,",1
"I have not, I have not, uh, uh, there are not as many good shows that I, that I continuously like to watch as much as I used to",1
"I, uh, you know,",1
"I, uh, I used to could be able to name ten shows or so, you know, that I felt were worth my time to watch,",1
"but, uh, I uh, you know very seldom like to watch you know those,",1
there's a couple now that I tend to want to watch.,1
"I like, uh, home improvement shows like Bob Vela's, uh, HOME AGAIN on Saturday morning,",2
"Right,",2
yeah.,2
"it's, I  notice it's like, it's like THIS OLD HOUSE,",2
yeah,2
"but it's, uh, it's on",2
instead of being on P B S it's on regular T V.,2
Oh.,2
"But, it's, uh, it's kind of interesting because they renovate an old house",2
"and,",2
Uh-huh.,2
"Yeah,",2
"I have seen parts of that before,",2
it is interesting.,2
"Yeah,",2
so I like to watch that,2
"and uh, some, some things on P B S I like to watch",2
"but, uh.",0
Do you watch sports much on T V?,1
"Yeah,",1
"if it's if it's a team or something that I am really interested in I am not one to just watch a football game just, just to be watching it",1
"or,  or  I am not a big basketball or baseball fan, if it, unless it's baseball, if it's some, if it's a team I really like, I may watch",1
Yeah.,1
"but, uh, baseball to me is a little hard to watch on T V,  for  an extended period.",1
Yeah.,1
It's slow.,1
"Yeah,",1
"it's so slow that you just get bored, you know,",1
"I, I will switch between something else and, and a baseball game going back and forth, you know watching it.",1
"But, I usually,",1
"if, if, if it's a football team I really like, a college team or, or pro team that I am fond of, I usually will sit and watch that.",1
"But, uh, that's the",1
"Yeah,",1
we are like that,1
"and occasionally we will, like on, if we do not have anything to do or kind of bored and we just want to sit in the house or something,  we  will watch a little bit of a golf tournament.",1
"But, uh,  you  can not take a whole lot of that either,",1
Yeah.,1
it's pretty slow.,1
"Yeah,",1
"it's kind of like,  like  baseball",1
Yeah.,1
Do you,0
"we went to the movies a lot on weekends and watch them at home, because there's just,  on  Friday and Saturday nights there's nothing good on",0
"and,",0
Right.,0
I think that that's what more people are doing,0
"and I think that's, you know,",0
"as, as T V,",0
"I think the less good shows being on T V has caused a lot of people to do, to do that, uh, you know, get more movies and watch.",2
Uh-huh.,2
"I  know we, we have done that too in the past, uh,",2
"we do not do it quite as much now, cause our baby will not let us watch them.",2
Yeah.,2
"But, uh, you know, we usually will, we used to rent, uh, two or three movies on a weekend and, and try to watch.",2
Uh-huh.,2
Do you have cable T V?,1
"No, uh,",1
We do  not either.,1
"we live in,",1
I thought we were the only ones  who  did not have it.,1
No.,1
"No,",1
"we, uh,",1
"the, uh, development we moved into was,",1
"they have it on one like right across the street from us,",1
Uh-huh.,1
"but  when they built our section they did not, did not put it in",1
and we have been there about two years now.,1
Gosh.,1
"and  they are still, still do not have it",1
"so  I  am hoping that, that soon they will, they will,",1
Yeah.,1
I have contacted them about this,1
"and they say that well, it's, it's,",1
"they look,",1
"they, every year they look at, uh, different areas and try to determine where, where, uh, the most houses will be,",1
Uh-huh.,1
"and  so they, uh, they look",1
"and they, when they, when we reach a certain number of people in that area they will put one in, put,  some  in, or they will at,  least  consider it,",1
Huh.,1
Yeah.,1
so.,1
Yeah.,1
"Well, we had it for awhile",1
and it just seemed like we never watched it,1
"any we did not have the movie channels,",1
"we just had all the normal ones,  that  come",1
Yeah.,1
"and we just never watched any of them,",1
we kept a log for a month of every time we watched it,1
"and it seemed like we did not watch even half an hour,",1
Um. Yeah.,1
so we  decided to just cancel it.,1
"It does improve the reception a little bit though,",0
that's the only thing.,0
Yeah.,0
"I have, I put some, put in some, uh, an antenna, a really good antenna",2
"and, uh, it's really helped, you know, ours",2
and it's not been too bad.,2
"I have not really missed it that much,",2
"there's certain things that I have, that I want to see, you know, occasionally, like a football game, a college game or something that happens to be on cable, or some old movie,",2
"but the, uh,",2
"I, I have not been bothered by it too much.",2
Yeah.,2
"So,",2
"Well, I can not, uh, think of too much else to say. *typo cannot? Since we are not big watchers.",0
Right.,0
Okay.,0
"Well, it was nice talking to you.",0
"Alright,",0
bye.,0
Bye.,0
"Well, we, uh,",0
"taxes,",0
everyone thinks taxes are too high I'm sure.,0
"But, uh, I think we do get quite a good value for the tax dollars we spend in most cases.",0
What do you think?,0
"Uh, yeah,",0
"I, I think so.",0
"I, I'm, uh, I think I'm, I think I'm, uh, a little out of the ordinary in that, that I, I, uh, I think I'm more worried about the deficit, the national deficit than, than, uh, a lot of other people are and think that we need to, we need to either raise our taxes or, or cutback on something",1
"and I don't know what to cutback on to,  to get, to get that,  to get that settled.",1
"At this stage it's  hard, to tell.",1
"And, and, uh, and, uh, I know I'm a real, a real, uh, out of it in terms of taxes",1
"so I'm I'm, uh, think that the, we really ought to seriously consider what an income tax might do that, uh, for Texas",1
"and, and,",0
"Well, at this stage I think we've taxed property almost to the limit because,  like the, the property  taxes on the homes have reached the point that it's precluding people from being able to own a home because of the cost of the taxes on them.",1
Yeah.,1
I think so.,1
Yeah.,1
I know,1
I live in Richardson,1
Yeah.,1
and it's up over two thousand dollars a year for taxes on my house.,1
"Yeah,",0
yeah.,0
"But now we're getting public services, the schools, the hospitals",1
"and if it weren't for the taxes we're putting in there, uh, look what the schools could cost you.",1
"Yeah,",1
yeah.,1
"Yeah,",1
"now I'm, uh, uh, oh, I,",1
"we'd, when we moved to Richardson, one of the reasons we chose it was for the, uh, for the schools. And, and realizing that that, that, that quality of schools might well have higher taxes than other places but that we were willing to, uh, to go for that,  because  we supported the,",1
Yeah.,1
"Then again the, the community college system here is excellent for the dollar spent,",1
"and the public,  colleges  also, the tuition has got to be among the lowest in the country.",1
Yeah.,0
"Uh,",0
Yeah.,0
"one  of the,",0
"uh, I believe, I don't know which one it is, uh, down there whether it's Hobby or, uh, the other ex-governor down there that are proposing doubling the tuition.",1
"Well if you double the tuition, it would still be considerably less than the public school tuition in most other states.",1
"Yeah,",1
I think that's right.,1
Yeah.,1
"That would provide, uh, possibly some relief there to utilize some of the property taxes for other things, see.",0
Yeah.,0
"The so-called sin taxes on liquor and the cigarettes and such as that generate a considerable amount,",1
but I eventually I think you may tax people out of smoking even.,1
"I, I don't, I don't know about that,",1
"I, I,",1
Yeah,1
"Well, I quit ten years ago",1
"so I,  I couldn't afford to start  again",1
I see.,0
Okay.,0
"No, uh,",0
"Yeah,",0
"well, that, that, that would be true.",0
That would be true.,0
"But,",0
"I know, uh,",2
my children would give up eating before they gave up their cigarettes I think.,2
Huh.,2
"But all the various taxing authorities that come through, I think the one tax I resent the most though is the additional sales tax for DART which is probably never going to be in existence in my lifetime.",1
"Yeah,",1
"and, and even if it is, isn't going to, uh, uh, provide you with any, any services in that it's not doing to provide a route from your, your home to a business, for instance, you know.",1
"Well, this, this is a thing",0
"I think it's like, uh, back east.",2
You had to start your public transportation when you started your cities.,2
You can't come in afterward and really be successful or economical at it.,2
"If we had been like a Chicago or a New York City or Philadelphia or someone like that,  and  had a public transportation system starting in the horse and buggy days and when land was cheap and, uh, construction costs were cheap, you could afford it.",2
Yeah.,2
Yeah.,2
"But now,  digging  tunnels under Central Expressway and things like that becomes cost prohibitive.",2
"And,",2
"Yeah,",2
"and the other thing is that when it, when it's, the public transportation is established that early on then, then the business, uh, business and residential patterns develop to take advantage of that.",2
Absolutely.,0
"Whereas in, in, uh, in Dallas here we've, we've got, uh, those patterns were well established before, before we really tried to, tried to do the DART.",2
"And, uh, for instance all the, all the, the, uh, office buildings and stuff that are out here in, in, uh, north Dallas as opposed to downtown,",2
"uh, to try to, to try to provide efficient transportation from everywhere around the, the metroplex to, to, uh, both those centers of, of business plus everything else that's scattered around here and there as opposed to having a concentrated business area. You know, like New York does,",2
Yeah.,2
yeah.,2
"Yeah,",2
just take like in Chicago where the people depend on the public transportation system to get them everywhere.,2
Yeah.,2
New York,2
"and some,  people  don't even own a car and know how to drive a car.",2
Yeah.,0
"Right,",0
right.,0
"Someone made the analogy, uh, with Texans as being like the old cowboys and their horse.",2
An old cowboy would jump on his horse to go across the street.,2
"Well, most Texans will jump in their car to drive across the street.",2
Yeah.,2
And I'm just as guilty as anyone else.,2
"Oh, yeah.",2
Yeah.,2
"I drive to work every day by myself, uh, without even, even any thought of car pooling.",2
"Yeah,",2
right.,2
"And, uh, most people are that way. Because they're used to not having public transportation.",2
Yep.,0
Yeah.,0
"So, but I,  here  again I think I resented where they were collecting the sales tax for five years before they turned a spade of dirt. So and doing all these studies and the things",1
Yeah.,1
Yeah.,1
we saw about them traveling to San Francisco to see whether they wanted ten foot wide or twelve foot wide cars or something.,1
"I felt that was a little, uh, wasteful use of the tax dollars that we were paying, you know.",1
A little bit much.,0
"Oh, yeah.",0
Yep.,0
Yep.,0
"Oh, the",0
"Well, that's about all I can say at this time.",0
"Yeah,",0
"I I think so,",0
"I think that will probably do it,",0
so.,0
"Okay,",0
it's been real nice talking with you.,0
Good enough.,0
Bye.,0
Bye.,0
"Okay,",0
there we go.,0
"Okay,",0
great.,0
"So, do you play golf at all?",0
"Yeah,",0
"I do,",0
I'm a player.,0
"I'm kind of embarrassed I'm talking to a man, cause I'm sure that you are, you play a lot more than I do.",0
"Actually, I don't.",0
"Oh, really.",0
"No,",0
"uh, I, uh, when I was younger, I played a little bit",0
"and I was horrible,",0
so I just stopped playing.,0
"Oh, well, my husband is, is a very good golfer.",0
"He has got, like a six handicap.",0
"Wow,",0
that is real good.,0
"So, uh,",0
and he has been playing since we have been married for twenty two years.,0
"So, I had to start playing because, he was, you know, such an avid golfer.",0
"So, I have been playing now,",0
"well I have had clubs for twenty years, you know.",0
"Wow,",0
"so you have been playing,",0
"But, but, I really enjoy it.",0
"So, I had to check that and, and, uh, talk about it.",0
"Well, have you played recently?",0
"No,",0
"actually, I don't even know if I checked that or not, to be perfectly honest. Um",0
Oh,0
"That seems to have been a mistake,",0
I don't know. Um.,0
"Oh, that's okay.",0
"Yeah,",0
I have not played in a long time.,0
"Um, when I was,",1
"about five or six years ago, my dad , who plays every now and then took me out with him",1
"and, and I basically, um, I had a horrible slice or hook,",1
I forget which one it was.,1
Yeah.,1
"It wound up tossing the ball into the trees, virtually every time.",1
Yeah.,1
"Yeah,",1
the slice goes to the right,1
"and the hook goes to the left,",1
I think.,1
"Yes,",1
"I was slicing, actually.",1
Yeah.,1
"And, as it turns out, uh, I went and took some lessons for awhile, because I just, I would lose so many balls, and, uh, make it a horrible time for everybody.",1
Yeah.,1
Yeah.,1
"I went and took some lessons,",1
"and a I got a little bit better,",1
"but I but then I sort of, you know, went, went back to school and did not have time and this and that,",1
"and, and the only thing I do now is I occasionally go out to a driving range and hit a couple of balls and see what I can do.",1
"And I, And I still have this slice ,",1
"Yeah,",1
I think that's really a good thing to do.,1
"So, where, are you in your life,",2
"I mean, are you in school?",2
"I'm a graduate student,",2
yeah.,2
"Oh, okay,",2
at the University of Rochester?,2
Yes.,2
"Oh, great.",2
"As a matter of fact, um, so I don't have time to do much else, except for graduate work.",2
Yeah.,2
Yeah.,2
"Right,",2
"so I hang around this way,",2
"and I,",2
Sure.,2
"Occasionally, uh, uh,",0
"a bunch of us were pretty avid golfers. Golfers, so we will go out",0
Uh-huh.,0
"and we will, we will, we will play, you know.",0
"And you don't, you don't have the length of the playing time that we do.",0
"I have, I have very at the moment I have very little playing time.",0
"When I, when I go on vacation, my father and I, uh play a little bit.",1
Yes.,1
"But, I don't, you know,",1
"we play a par, a par three, nine hole course.",1
"Because, .",1
"Oh, that's my favorite kind to play.",1
"Because, for a woman, it's really nice to play a par three course because, that's my, I can't hit a driver very far",1
Yeah.,1
"and, in fact, I don't even like to use a driver,",1
"I use a three iron off the tee because, I have more control over it.",1
Um.,1
Uh-huh.,1
"And, I can, I can just have better contact with the ball that way.",1
"So, I'm still using a three iron",1
"and my husband is trying to get me into using a, you, know, like a high number wood instead.",1
Right.,1
"But, those are, uh, still not you favorite, huh?",1
"No,",1
"it's not my favorite,",1
"but, I, I, uh, I enjoy,",1
"I, I really do,",1
"I think I'm going to like golf the older I get, and the more time I have to play.",2
"I, we have three teenage daughters.",2
"Uh, wow, .",2
"One is,",2
You must be very busy.,2
"Yeah,",2
"I'm very busy,",2
I have a part time job,2
"and, and during the year, I don't play much golf",2
"but, but, when I'm, we are on vacation, I love to play. Just like you said.",2
Um.,2
"And, we got to play in Monterrey in California, right, you know, along the Pacific Ocean, this past spring.",2
"And that was, I told my husband, that was the way to play, you know,",2
"that was,",2
"if I could play there every time I want, it was, it was great.",2
A neat experience,2
"Miniature golf, there's my game. Uh.",2
"Miniature golf is great,",2
yes.,2
"Miniature golf, there you go, putt, putt.",2
"Well, that's the thing my kids like to do that with, you know, on dates and stuff.",2
Uh.,2
"But, golf is um,",0
"we, we probably are talking about golf because I did check it You know .",0
"I don't, I don't, I don't",0
"I may have, actually, I may have just checked random things.",0
"I don't, I don't recall anymore.",0
"Well, yeah,",0
"if you ever played,",0
"I mean, I feel like anybody that's ever played golf can talk about it",1
"and maybe if you can even talk about it, if you, if you have, uh, watched it on T V.",1
Right.,1
"Yeah,",1
"actually, we have a very very, um,",1
"we had the, uh,",1
"Yeah,",1
tell me about your clubs up there.,1
"What,",1
"Well, we had,",1
I haven't played around here too much.,1
We have a very good one called Locust Hill though.,1
"There, uh, the",1
Locust Hill?,1
"Yeah,",1
the L P G A comes here every year the Rochester International.,1
"Uh-huh,",1
right.,1
"And then we had a P G A, actually, a very big P G A, uh, tour stop here, last year.",1
"Oh, great.",0
"And, actually, um, they say the, the,",0
"I have not played the course,",1
"but, they say the course is very, is, is, is pretty tough, pretty challenging.",1
Uh-huh.,1
"And it's, um, not only that,",1
"but, it's exceedingly well kept, apparently.",1
"Oh, yeah.",1
"Because, those are the comments I kept hearing from the pros, you know,",1
"they kept saying, we hear, you know, on, on television I,",1
"but, they keep saying it's just wonderful, uh,",1
the course is so well maintained,1
"and, you know, it, it, it rained through half the um, tournament, so people had to ,",1
"but, they still,",1
"the grounds keepers were absolutely wonderful about, getting things back up again.",1
"Oh, yeah.",0
"And this,",0
"actually, when, when the, um, when the L P G A came here I guess that was about a week and a half ago, it was just, it, it takes over the whole town.",2
Uh-huh.,2
"Oh, sure.",2
"You know.  It's all over the news,",2
"and lots and lots of people take off work, to go to go an watch the, the, uh, ladies like some loss of words play.",2
Yes.,2
Yeah.,2
"To watch them,",2
yeah.,2
"The ladies,",2
"So, I mean, I think it's actually, it's absolutely wonderful to see.",2
"Yeah,",2
I'm sure the people love golf up there like they do down here.,2
"Yeah,",2
uh.,2
People are just,2
"golf is just,",2
"it's just the coming thing,",2
I mean a lot of people are just crazy about it.,2
It seems to be.,2
"It seems a lot of people are really, you know,",2
"either, um, either you have not played it, or, or you, you have played it",0
"and you sort of stink, like me,",0
"Well, it's, it's just such a difficult thing.",0
and you sort of play every now and then.,0
"I mean it's, I just, I watch my husband",0
"and he's, he was a professional athlete,",0
"he, he's a very good athlete",0
"and he's got the coordination, that God given coordination,",0
"and he just struggles, you know, all the time, to um, to master this game.",0
Yeah.,0
"Yeah,",0
"well, same here, I mean, I'm a brown belt in Karate at this point in time.",2
"And, uh, And, and I can not, and I can not hit a golf ball",2
"Oh my, really!",2
Yeah.,2
"You know I,",2
"Because it,",2
"well, I watch my husband swing",2
"and his swing, you know, like compared to the pros, is so, it's ridged.",2
"It's like he's trying so hard, it's not that flowing movement. You know.",2
Right.,2
"That's because he's probably doing what I do, worrying about, is my head straight, is my arm right,",2
Yeah.,2
Yeah.,2
"Or, how far he's going to hit it, I think, you know.",2
oh yeah.,2
And I worry about that.,2
"Oh, yeah.",2
"I have just got to get this drive, you know, really far,",2
I have got to hit it.,2
Yeah.,1
So.,1
Yeah.,1
Yeah.,1
"I have this nasty habit of of turning my head at the last second, or, or just keeping my arm wrong.",1
"Yep,",1
"or,",1
"Yeah,",1
"turning your head is probably the most common thing for women, they say.",1
Is it?,1
And you are always so anxious to see where it goes.,1
"Right,",1
exactly.,1
Uh-huh.,1
"Exactly,",1
"It's just like I, I don't watch the ball die,",1
I have .,1
It took me a long time to learn to wait until the ball was in the air before I looked up.,1
"Yeah,",1
"yeah,",1
"I have to that, especially, even more so, with a short iron than a long you know, than with a driver or something.",1
"Oh, driver.",1
"Because, those short irons, it's just, you want to look up cause you are getting close to the green",1
Yeah.,1
and you want to see it hit the green.,1
"And you know that's why,",1
Watch where it's going.,1
"Yeah,",1
"so. I I don't know what I'm supposed to ask questions about,",2
"That, that is certainly true",2
thank you .,2
"am I supposed to ask questions about this whole procedure,",2
I know that.,2
"That's okay,",2
"go ahead,",2
it's no big deal.,2
"Well, uh,  when I,",2
"do you get, get, um, reimbursed for the calls you make or the calls you talk on too?",2
Both.,2
Both.,2
Okay.,2
I believe so.,2
"Okay,",2
"well I really did not know  so I,",2
"I, I,  I actually don't know,",2
"I get a random reimbursement every now and then and don't really don't really figure it out,  until  afterward",2
Yeah.,2
Okay.,2
Cause this is only my second day doing it,2
"and I just did not, I did not know",2
"and that was .  the details,",2
"Oh,  really.",2
"we, I just started yesterday.",2
"I have been doing this for awhile, actually.",2
Have you?,2
It seems like it's been a while.,2
Yeah.,2
"And they just,  I just,  get these random checks in the mail every now and then",2
"I had a ,",2
"and,",2
I see.,2
"My wife and I both do it, as a matter of fact.",2
I see.,2
"And we both just, sort of, get these random checks in the mail",2
"and, To be honest, I, I really have not been accounting,",2
Yeah.,2
"I just sort of figured, well, it's going to work.",2
Uh-huh.,2
"You know, if it works, it works.",2
"So ,",0
"Well, my, uh,",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"I just pressed my, uh.",0
We're supposed to talk about recent political developments.,0
"I got one that's interesting, not too, not too controversial,",0
"I,",0
"you know, not,",0
doesn't matter whether you're Democrat or Republican.,0
"I, I do get somewhat of a kick out of,",1
"because Schwartzkopf, or the other generals, who I admire, how everyone wants to make, get them in politics.",1
"I think that's kind of an interesting recent thing, that I could think of recently that, uh,",1
Uh-huh.,1
"I was wondering what you thought about that making the general, uh, getting a general into politics.",1
Yeah.,1
"They want him because he's popular, not because he can do the job.",1
Right.,1
"Well, I've, I've been thinking about it,",1
"and I, uh, I kind of get a kick out of they always want the hero,",1
"those,",1
we're looking for a hero.,1
"Well, TIME magazine was saying that in essence the general's staff was comparing to corporate presidents,",2
"and they said in general, generals are more familiar with training, that they believe in training more.",2
Uh-huh.,2
"They are much more educated than the average corporate president,",2
"and so they really were very positive on a general's staff person having a, a very much better education than the average, uh, corporate president.",2
"So, I thought well, maybe.",2
"I, I think they probably have a better education than the average congressman.",2
"Well, that, too,",2
"that, too.",2
"And, uh, you know, they talk about the Army",2
and because of the war,2
"and why did we win, and all that,",2
and they talked about how the training was so important.,2
"And that's so important in industry,",2
"so, you know, they're liable to be right. That generals, generals in the service,",2
"and Schwartzkopf, uh, you know, might make a good, uh, politician, whether it be Governor or whatever, you know.",0
"He, he, you know, we know he's a good leader,",0
we know he's a good organizer.,0
"The question is, you know, can he be the man who's ultimately responsible.",0
"You know, like what he said is, you know, a lot of times in his interviews he was talking about, you know, people asking why are you doing this, why are you doing that.",2
"He says, I'm following the orders of my president.",2
I'm not the one who writes the orders.,2
I'm just the one who follows them.,2
"Yeah,",2
"it's interesting how they say that when they're usually the top dogs, you know,",2
"everyone has a boss, of course.",2
"You know, Schwartzkopf was ordered to get Iraq out of Kuwait.",2
Yeah.,2
"And so he went to the President and said, okay, here's how I want to do it.",2
But he wasn't the one that decided Iraq needed to get out of Kuwait.,2
"No,",2
"that's true,",2
that's true.,2
